Pokemon,Method,Location,Location Index,Time,Before Gym,Notes,AyTales Testing,Common,Uncommon,Rare,Woke AF,First Encounter,Permanent Encounter,Unique Encounter,Type 1,Type 2,Evo Types,First Stage,Evolutions,Final Evolution
Vulpix,Event,Jasper Ward,00016 Jasper Ward,Any,003 - Corey,Mystery Egg,O,,,,,N,N,Y,Fire,,,Y,1,
Growlithe,Event,Jasper Ward,00016 Jasper Ward,Any,003 - Corey,Save all officers Unique OT,X,,,,,Y,N,Y,Fire,,,Y,1,
Mareep,Event,Jasper Ward,00016 Jasper Ward,Any,003 - Corey,Talk with panicking man Unique OT,X,,,,,Y,N,Y,Electric,,Electric Dragon,Y,2,
Emolga,Event,Jasper Ward,00016 Jasper Ward,Night,003 - Corey,,X,,,,,Y,N,Y,Electric,Flying,,Y,-,Y
Girafarig,Event,Malchous Forest Park,00017 Malchous Forest Park,Any,003 - Corey,25% Chance - Egg,O,,,,,Y,N,Y,Normal,Psychic,,Y,-,Y
Nincada,Event,Malchous Forest Park,00017 Malchous Forest Park,Any,003 - Corey,25% Chance - Egg,O,,,,,Y,N,Y,Bug,Ground,Bug Flying Bug Ghost,Y,1,
Skiddo,Event,Malchous Forest Park,00017 Malchous Forest Park,Any,003 - Corey,25% Chance - Egg,O,,,,,Y,N,Y,Grass,,,Y,1,
Deerling,Event,Malchous Forest Park,00017 Malchous Forest Park,Any,003 - Corey,"25% Chance - Egg, Spring or Summer Form",X,,,,,Y,N,Y,Normal,Grass,,Y,1,
Fomantis,Land,Malchous Forest Park,00017 Malchous Forest Park,Any,003 - Corey,,X,Miracle Seed,,,,Y,N,Y,Grass,,,Y,1,
Pansage,Land,Malchous Forest Park,00017 Malchous Forest Park,Any,003 - Corey,,X,,,,,Y,N,Y,Grass,,,Y,1,
Scatterbug,Land,Malchous Forest Park,00017 Malchous Forest Park,Any,003 - Corey,,,,,,,N,N,N,Bug,,Bug Flying,Y,2,
Bellsprout,Land,Malchous Forest Park,00017 Malchous Forest Park,Day,003 - Corey,,,,,,,N,N,N,Grass,Poison,,Y,2,
Oddish,Land,Malchous Forest Park,00017 Malchous Forest Park,Day,003 - Corey,,,Absorb Bulb,,,,N,N,N,Grass,Poison,Grass,Y,2,
Carnivine,Land,Malchous Forest Park,00017 Malchous Forest Park,"Day, Night",003 - Corey,,,,,,,N,N,N,Grass,,,Y,-,Y
Ledyba,Land,Malchous Forest Park,00017 Malchous Forest Park,Morning,003 - Corey,,,,,,,N,N,N,Bug,Flying,,Y,1,
Sewaddle,Land,Malchous Forest Park,00017 Malchous Forest Park,Morning,003 - Corey,,,Mental Herb,,,,N,N,N,Bug,Grass,,Y,2,
Beedrill,Land,Malchous Forest Park,00017 Malchous Forest Park,"Morning, Day",003 - Corey,,,Poison Barb,,,,N,N,N,Bug,Poison,,,0,Y
Pidgey,Land,Malchous Forest Park,00017 Malchous Forest Park,"Morning, Day",003 - Corey,,,,,,,N,N,N,Normal,Flying,,Y,2,
Hoothoot,Land,Malchous Forest Park,00017 Malchous Forest Park,Night,003 - Corey,,,,,,,N,N,N,Normal,Flying,,Y,1,
Paras,Land,Malchous Forest Park,00017 Malchous Forest Park,Night,003 - Corey,,X,Tiny Mushroom,Big Mushroom,,,Y,N,Y,Bug,Grass,,Y,1,
Spinarak,Land,Malchous Forest Park,00017 Malchous Forest Park,Night,003 - Corey,,,,,,,N,N,N,Bug,Poison,,Y,1,
Carbink,Event,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,003 - Corey,25% Trade Sunkern Unique OT,O,,,,Yes,Y,N,Y,Rock,Fairy,,Y,-,Y
Cryogonal,Event,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,003 - Corey,25% Trade Sunkern Unique OT,O,,,,Yes,Y,N,Y,Ice,,,Y,-,Y
Furfrou,Event,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,003 - Corey,25% Trade Sunkern Unique OT,X,,,,,Y,N,Y,Normal,,,Y,-,Y
Mime Jr,Event,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,003 - Corey,25% Trade Sunkern Unique OT,O,,,,,Y,N,Y,Psychic,Fairy,,Y,1,
Taillow,Event,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,003 - Corey,Fall through pit trap near the Stantler encounter,X,,,,,Y,N,Y,Normal,Flying,,Y,1,
Stantler,Event,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,003 - Corey,Western area,X,,,,,Y,N,Y,Normal,,,Y,-,Y
Tropius,Event,Rhodochrine Jungle,00018 Rhodochrine Jungle,"Morning, Day",003 - Corey,"Sunny, western jungle across a bridge",X,,,,,Y,N,Y,Grass,Flying,,Y,-,Y
Farfetchd,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,003 - Corey,,X,Stick,,,,Y,N,Y,Normal,Flying,,Y,-,Y
Pachirisu,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,003 - Corey,,X,,,,,N,Y,Y,Electric,,,Y,-,Y
Doduo,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,Day,003 - Corey,,X,Sharp Beak,,,,Y,N,Y,Normal,Flying,,Y,1,
Gloom,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,"Day, Night",003 - Corey,,X,Absorb Bulb,,,,Y,N,Y,Grass,Poison,,,1,
Tangela,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,"Day, Night",003 - Corey,,X,,,,,Y,N,Y,Grass,,,Y,1,
Ledian,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,Morning,003 - Corey,,X,,,,,Y,N,Y,Bug,Flying,,,0,Y
Ledyba,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,Morning,003 - Corey,,X,,,,,N,Y,Y,Bug,Flying,,Y,1,
Dedenne,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,"Morning, Day",003 - Corey,,X,,,,,Y,N,Y,Electric,Fairy,,Y,-,Y
Pansage,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,"Morning, Day",003 - Corey,,X,,,,,N,Y,Y,Grass,,,Y,1,
Scatterbug,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,"Morning, Day",003 - Corey,,X,,,,,N,Y,Y,Bug,,Bug Flying,Y,2,
Sewaddle,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,"Morning, Day",003 - Corey,,X,Mental Herb,,,,N,Y,Y,Bug,Grass,,Y,2,
Spearow,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,"Morning, Day",003 - Corey,,X,Sharp Beak,,,,N,Y,Y,Normal,Flying,,Y,1,
Ariados,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,Night,003 - Corey,,X,,,,,Y,N,Y,Bug,Poison,,,0,Y
Hoothoot,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,Night,003 - Corey,,X,,,,,N,Y,Y,Normal,Flying,,Y,1,
Paras,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,Night,003 - Corey,,X,Tiny Mushroom,Big Mushroom,,,N,Y,Y,Bug,Grass,,Y,1,
Spinarak,Land,Rhodochrine Jungle,00018 Rhodochrine Jungle,Night,003 - Corey,,X,,,,,N,Y,Y,Bug,Poison,,Y,1,
Seviper,Event,The Underroot,00019 The Underroot,Any,003 - Corey,"Pokesnax, Near Water",X,,,,,Y,N,Y,Poison,,,Y,-,Y
Gorebyss,Evolution,The Underroot,00019 The Underroot,Any,003 - Corey,"See Link Stone entries - Deep Sea Scale held by wild Chinchou, Old Rod, else Dept 11F",,,,,,Y,Y,Y,Water,,,,0,Y
Bunnelby,Land,The Underroot,00019 The Underroot,Any,003 - Corey,,O,,,,,Y,N,Y,Normal,,Normal Ground,Y,1,
Kecleon,Land,The Underroot,00019 The Underroot,Any,003 - Corey,,X,,,,,Y,N,Y,Normal,,,Y,-,Y
Morelull,Land,The Underroot,00019 The Underroot,Any,003 - Corey,,X,Tiny Mushroom,Big Mushroom,,,Y,N,Y,Grass,Fairy,,Y,1,
Noibat,Land,The Underroot,00019 The Underroot,Any,003 - Corey,,X,,,,,N,Y,Y,Flying,Dragon,,Y,1,
Phantump,Land,The Underroot,00019 The Underroot,Any,003 - Corey,,X,,,,,Y,N,Y,Ghost,Grass,,Y,1,
Psyduck,Land,The Underroot,00019 The Underroot,Any,003 - Corey,,X,,,,,Y,N,Y,Water,,Psychic,,1,
Shuppet,Land,The Underroot,00019 The Underroot,Any,003 - Corey,,X,Spell Tag,,,,Y,N,Y,Ghost,,,Y,1,
Spinda,Land,The Underroot,00019 The Underroot,Any,003 - Corey,,X,,,,,Y,N,Y,Normal,,,Y,-,Y
Woobat,Land,The Underroot,00019 The Underroot,Any,003 - Corey,,O,,,,,N,Y,Y,Psychic,Flying,,Y,1,
Zigzagoon,Land,The Underroot,00019 The Underroot,Any,003 - Corey,,O,,,,,N,Y,Y,Normal,,,Y,1,
Barboach,Old Rod,The Underroot,00019 The Underroot,Any,003 - Corey,,X,,,,,Y,N,Y,Water,Ground,,Y,1,
Chinchou,Old Rod,The Underroot,00019 The Underroot,Any,003 - Corey,,X,Deep Sea Scale,,,,Y,N,Y,Water,Electric,,Y,1,
Goldeen,Old Rod,The Underroot,00019 The Underroot,Any,003 - Corey,,O,Mystic Water,,,,N,Y,Y,Water,,,Y,1,
Bellsprout,Cave,Beryl Ward,00020 Beryl Ward,Any,003 - Corey,,,,,,,N,N,N,Grass,Poison,,Y,2,
Oddish,Cave,Beryl Ward,00020 Beryl Ward,Any,003 - Corey,,,Absorb Bulb,,,,N,N,N,Grass,Poison,Grass,Y,2,
Pansage,Cave,Beryl Ward,00020 Beryl Ward,Any,003 - Corey,,,,,,,N,N,N,Grass,,,Y,1,
Pidgeotto,Cave,Beryl Ward,00020 Beryl Ward,Any,003 - Corey,,,,,,,N,N,N,Normal,Flying,,,1,
Scatterbug,Cave,Beryl Ward,00020 Beryl Ward,Any,003 - Corey,,,,,,,N,N,N,Bug,,Bug Flying,Y,2,
Sewaddle,Cave,Beryl Ward,00020 Beryl Ward,Any,003 - Corey,,,Mental Herb,,,,N,N,N,Bug,Grass,,Y,2,
Spearow,Cave,Beryl Ward,00020 Beryl Ward,Any,003 - Corey,,,Sharp Beak,,,,N,N,N,Normal,Flying,,Y,1,
Helioptile,Event,Beryl Ward,00020 Beryl Ward,"Morning, Day",003 - Corey,"Sunny, Rooftop",X,,,,,Y,N,Y,Electric,Normal,,Y,1,
Aipom,Headbutt,Beryl Ward,00020 Beryl Ward,Any,003 - Corey,,X,,,,,Y,N,Y,Normal,,,Y,1,
Burmy,Headbutt,Beryl Ward,00020 Beryl Ward,Any,003 - Corey,,,,,,,N,N,N,Bug,,Bug Grass Bug Ground Bug Steel Bug Flying,Y,1,
Pineco,Headbutt,Beryl Ward,00020 Beryl Ward,Any,003 - Corey,,,,,,,N,N,N,Bug,,Bug Steel,Y,1,
Arbok,Land,Beryl Ward,00020 Beryl Ward,Any,003 - Corey,,X,,,,,Y,N,Y,Poison,,,,0,Y
Ekans,Land,Beryl Ward,00020 Beryl Ward,Any,003 - Corey,,,,,,,N,N,N,Poison,,,Y,1,
Spearow,Land,Beryl Ward,00020 Beryl Ward,Morning,003 - Corey,,,Sharp Beak,,,,N,N,N,Normal,Flying,,Y,1,
Bunnelby,Land,Beryl Ward,00020 Beryl Ward,"Morning, Day",003 - Corey,,,,,,,N,N,N,Normal,,Normal Ground,Y,1,
Doduo,Land,Beryl Ward,00020 Beryl Ward,"Morning, Day",003 - Corey,,,Sharp beak,,,,N,N,N,Normal,Flying,,Y,1,
Fearow,Land,Beryl Ward,00020 Beryl Ward,"Morning, Day",003 - Corey,,X,Sharp Beak,,,,Y,N,Y,Normal,Flying,,,0,Y
Fletchling,Land,Beryl Ward,00020 Beryl Ward,"Morning, Day",003 - Corey,,X,,,,,Y,N,Y,Normal,Flying,Fire Flying,Y,2,
Phanpy,Land,Beryl Ward,00020 Beryl Ward,"Morning, Day",003 - Corey,,X,,,,,Y,N,Y,Ground,,,Y,1,
Hoothoot,Land,Beryl Ward,00020 Beryl Ward,Night,003 - Corey,,,,,,,N,N,N,Normal,Flying,,Y,1,
Meowth,Land,Beryl Ward,00020 Beryl Ward,Night,003 - Corey,,,Quick Claw,,,,N,N,N,Normal,,,Y,1,
Noctowl,Land,Beryl Ward,00020 Beryl Ward,Night,003 - Corey,,X,,,,,Y,N,Y,Normal,Flying,,,0,Y
Drifloon,Event,Yureyu Power Plant,00027 Yureyu Power Plant,Any,003 - Corey,Windy,X,,,,,N,Y,Y,Ghost,Flying,,Y,1,
Skrelp,Event,The Underroot,00019 The Underroot,Any,004 - Shelly,"Need Silver Ring, Near water Unique OT Unique OT",X,,,,,Y,N,Y,Poison,Water,Poison Dragon,Y,1,
Gothita,Event,Beryl Ward,00020 Beryl Ward,Any,004 - Shelly,Clean up library,X,,,,,Y,N,Y,Psychic,,,Y,2,
Zorua,Event,Beryl Ward,00020 Beryl Ward,Any,004 - Shelly,"Disguised Corey sidequest, Available after events of Grand Stairway",x,,,,,Y,N,Y,Dark,,,Y,1,
Pumpkaboo,Event,Beryl Ward,00020 Beryl Ward,Night,004 - Shelly,"Need Soul Candle, interact with pumpkin",X,,,,,Y,N,Y,Ghost,Grass,,,1,
Espurr,Cave,North Obsidia Alleyway,00022 North Obsidia Alleyway,Any,004 - Shelly,,X,,,,,N,N,Y,Psychic,,,Y,1,
Mightyena,Cave,North Obsidia Alleyway,00022 North Obsidia Alleyway,Any,004 - Shelly,,X,,,,,Y,N,Y,Dark,,,,0,Y
Poochyena,Cave,North Obsidia Alleyway,00022 North Obsidia Alleyway,Any,004 - Shelly,,,,,,,N,N,N,Dark,,,Y,1,
Stunky,Cave,North Obsidia Alleyway,00022 North Obsidia Alleyway,Any,004 - Shelly,,,,,,,N,N,N,Poison,Dark,,Y,1,
Trubbish,Cave,North Obsidia Alleyway,00022 North Obsidia Alleyway,Any,004 - Shelly,,,Silk Scarf,Black Sludge,,,N,N,N,Poison,,,Y,1,
Yungoos,Cave,North Obsidia Alleyway,00022 North Obsidia Alleyway,Any,004 - Shelly,,,Pecha Berry,,,,N,N,N,Normal,,,Y,1,
Ponyta,Event,Lapis Ward,00023 Lapis Ward,Any,004 - Shelly,Aqua Gang Reward Unique OT,X,,,,,Y,N,Y,Fire,,,Y,1,
Buizel,Event,Lapis Ward,00023 Lapis Ward,Any,004 - Shelly,Magma Gang Reward Unique OT,O,,,,,Y,N,Y,Water,,,Y,1,
Spritzee,Event,Lapis Ward,00023 Lapis Ward,Any,004 - Shelly,"Sweet Scent Shop, Tile Puzzle reward, Unique OT",X,,,,,Y,N,Y,Fairy,,,Y,1,
Water Stone Evolution,Evolution,Lapis Ward,00023 Lapis Ward,Any,004 - Shelly,"Aqua Gang Quest - Only 1, see 'Stone Evolutions' entry",,,,,,Y,N,Y,,,,,,
Leaf Stone Evolution,Evolution,Lapis Ward,00023 Lapis Ward,Any,004 - Shelly,In Shelly's Gym post-puzzle,,,,,,Y,N,Y,,,,,,
Fire Stone Evolution,Evolution,Lapis Ward,00023 Lapis Ward,Any,004 - Shelly,"Magma Gang Quest - Only 1, see 'Stone Evolutions' entry",,,,,,Y,N,Y,,,,,,
Alolan Meowth,Cave,Lapis Ward Alleyway,00024 Lapis Ward Alleyway,Any,004 - Shelly,,X,,,,,Y,N,Y,Dark,,,Y,1,
Alolan Persian,Cave,Lapis Ward Alleyway,00024 Lapis Ward Alleyway,Any,004 - Shelly,,X,,,,,Y,N,Y,Dark,,,,0,Y
Alolan Raticate,Cave,Lapis Ward Alleyway,00024 Lapis Ward Alleyway,Any,004 - Shelly,,X,,,,,Y,N,Y,Dark,Normal,,,0,Y
Alolan Rattata,Cave,Lapis Ward Alleyway,00024 Lapis Ward Alleyway,Any,004 - Shelly,,X,,,,,Y,N,Y,Dark,Normal,,Y,1,
Espurr,Cave,Lapis Ward Alleyway,00024 Lapis Ward Alleyway,Any,004 - Shelly,,,,,,,N,N,N,Psychic,,,Y,1,
Stunky,Cave,Lapis Ward Alleyway,00024 Lapis Ward Alleyway,Any,004 - Shelly,,,,,,,N,N,N,Poison,Dark,,Y,1,
Trubbish,Cave,Lapis Ward Alleyway,00024 Lapis Ward Alleyway,Any,004 - Shelly,,,Silk Scarf,Black Sludge,,,N,N,N,Poison,,,Y,1,
Barboach,Old Rod,Lapis Ward Alleyway,00024 Lapis Ward Alleyway,Any,004 - Shelly,,,,,,,N,N,N,Water,Ground,,Y,1,
Noibat,Cave,Grand Stairway,00025 Grand Stairway,Any,004 - Shelly,B1F,,,,,,N,N,N,Flying,Dragon,,Y,1,
Chingling,Cave,Grand Stairway,00025 Grand Stairway,Any,004 - Shelly,"B1F, B2F, B3F",X,Cleanse Tag,,,,Y,N,Y,Psychic,,,Y,1,
Diglett,Cave,Grand Stairway,00025 Grand Stairway,Any,004 - Shelly,"B1F, B2F, B3F",X,Soft Sand,,,,Y,N,Y,Ground,,,Y,1,
Dunsparce,Cave,Grand Stairway,00025 Grand Stairway,Any,004 - Shelly,"B1F, B2F, B3F",X,,,,,Y,N,Y,Normal,,,Y,-,Y
Geodude,Cave,Grand Stairway,00025 Grand Stairway,Any,004 - Shelly,"B1F, B2F, B3F",X,Everstone,,,,Y,N,Y,Rock,Ground,,Y,2,
Graveler,Cave,Grand Stairway,00025 Grand Stairway,Any,004 - Shelly,"B1F, B2F, B3F",X,Everstone,,,,Y,N,Y,Rock,Ground,,,1,
Sandshrew,Cave,Grand Stairway,00025 Grand Stairway,Any,004 - Shelly,"B1F, B2F, B3F",X,Grip Claw,,,,Y,N,Y,Ground,,,Y,1,
Unown,Cave,Grand Stairway,00025 Grand Stairway,Any,004 - Shelly,"B2F, B3F",X,,,,Yes,Y,N,Y,Psychic,,,Y,-,Y
Solrock,Event,Grand Stairway,00025 Grand Stairway,Any,004 - Shelly,"B2F, 25%",X,,,,Yes,Y,N,Y,Rock,Psychic,,Y,-,Y
Lunatone,Event,Grand Stairway,00025 Grand Stairway,Any,004 - Shelly,"B2F, 25%",O,,,,Yes,Y,N,Y,Rock,Psychic,,Y,-,Y
Elemental Stone Evolution,Evolution,Grand Stairway,,Any,004 - Shelly,"Only with eeveeplease or vulixpls passwords. Hiker in the Grand Stairway asks you for your favorite stone and will give it to you, see Stone Evolutions entry. Fire, Water, Thunder, Leaf, Ice stone.",,,,,,Y,N,Y,,,,,,
Drapion,Cave,Underground Railnet,00008 Underground Railnet,Any,005 - Shade,,,Poison Barb,,,,Y,N,Y,Poison,Dark,,,0,Y
Geodude,Cave,Underground Railnet,00008 Underground Railnet,Any,005 - Shade,,,Everstone,,,,N,N,N,Rock,Ground,,Y,2,
Graveler,Cave,Underground Railnet,00008 Underground Railnet,Any,005 - Shade,,,Everstone,,,,N,N,N,Rock,Ground,,,1,
Klang,Cave,Underground Railnet,00008 Underground Railnet,Any,005 - Shade,,,,,,Yes,Y,N,Y,Steel,,,,1,
Mawile,Cave,Underground Railnet,00008 Underground Railnet,Any,005 - Shade,,,Iron Ball,,,,Y,N,Y,Steel,Fairy,,Y,-,Y
Skorupi,Cave,Underground Railnet,00008 Underground Railnet,Any,005 - Shade,,,Poison Barb,,,,Y,N,Y,Poison,Bug,Poison Dark,Y,1,
Aron,Headbutt,Underground Railnet,00008 Underground Railnet,Any,005 - Shade,,,,,,,N,N,Y,Steel,Rock,Steel,Y,2,
Link Stone,Evolution,Obsidia Ward,00009 Obsidia Ward,Any,005 - Shade,"Near Grand Stairway, Sold for $10k, else Dept 9F",,,,,,Y,N,Y,,,,,,
Slurpuff,Evolution,Obsidia Ward,00009 Obsidia Ward,Any,005 - Shade,See Link Stone entires - Buy Whipped Dream from Candy Shop,,,,,,Y,N,Y,Fairy,,,,0,Y
Porygon,Event,Onyx Ward,00014 Onyx Ward,Any,005 - Shade,"Trainer School, Enter Datachip from Orphanage",X,,,,Yes,N,N,Y,Normal,,,Y,2,
Baltoy,Event,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,005 - Shade,"Beryl cave, Ill-Fated Doll. Cycles through Baltoy, Elgyem, and Golett",X,,,,Yes,Y,N,Y,Ground,Psychic,,Y,1,
Elgyem,Event,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,005 - Shade,"Beryl cave, Ill-Fated Doll. Cycles through Baltoy, Elgyem, and Golett",X,,,,,Y,N,Y,Psychic,,,Y,1,
Golett,Event,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,005 - Shade,"Beryl cave, Ill-Fated Doll. Cycles through Baltoy, Elgyem, and Golett",X,,,,Yes,Y,N,Y,Ground,Ghost,,Y,1,
Natu,Event,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,005 - Shade,"Through Beryl cave, Don't have Ill-Fated Doll",X,,,,,Y,N,Y,Psychic,Flying,,Y,1,
Nuzleaf,Event,Rhodochrine Jungle,00018 Rhodochrine Jungle,Any,005 - Shade,"Through Beryl cave, Windy, Fight Shiftry",X,,,,,Y,N,Y,Grass,Dark,,,1,
Houndour,Event,North Obsidia Alleyway,00022 North Obsidia Alleyway,Any,005 - Shade,"Magma Gang Reward, Unique OT",O,,,,,Y,N,Y,Dark,Fire,,Y,1,
Aromatisse,Evolution,Lapis Ward,00023 Lapis Ward,Any,005 - Shade,See Link Stone entries - Buy Sachet from Flower Shop,,,,,,Y,N,Y,Fairy,,,,0,Y
Carvanha,Event,Lapis Ward Alleyway,00024 Lapis Ward Alleyway,Any,005 - Shade,Aqua Gang Reward Unique OT,X,,,,,Y,N,Y,Dark,Water,,Y,1,
Solrock,Event,Grand Stairway,00025 Grand Stairway,Any,005 - Shade,"B2F, 25%",X,,,,Yes,Y,N,Y,Rock,Psychic,,Y,-,Y
Lunatone,Event,Grand Stairway,00025 Grand Stairway,Any,005 - Shade,"B2F, 25%",O,,,,Yes,Y,N,Y,Rock,Psychic,,Y,-,Y
Chansey,Evolution,Grand Stairway,00025 Grand Stairway,Any,005 - Shade,"Mine Oval Stone, else Dept 9F",,,,,,Y,N,Y,Normal,,,,1,
Stone Evolutions,Evolution,Grand Stairway,00025 Grand Stairway,Any,005 - Shade,"You can now mine for **any** evolution stone. Else, Dept 9F",,,,,,Y,N,Y,,,,,,
Bunnelby,Cave,Beryl Cave,00026 Beryl Cave,Any,005 - Shade,"1F, B1F, B2F",,,,,,N,N,N,Normal,,Normal Ground,Y,1,
Diggersby,Cave,Beryl Cave,00026 Beryl Cave,Any,005 - Shade,"1F, B1F, B2F",X,,,,,Y,N,Y,Normal,Ground,,,0,Y
Morelull,Cave,Beryl Cave,00026 Beryl Cave,Any,005 - Shade,"1F, B1F, B2F",,Tiny Mushroom,Big Mushroom,,,N,N,N,Grass,Fairy,,Y,1,
Noibat,Cave,Beryl Cave,00026 Beryl Cave,Any,005 - Shade,"1F, B1F, B2F",,,,,,N,N,N,Flying,Dragon,,Y,1,
Scatterbug,Cave,Beryl Cave,00026 Beryl Cave,Any,005 - Shade,"1F, B1F, B2F",,,,,,N,N,N,Bug,,Bug Flying,Y,2,
Shiinotic,Cave,Beryl Cave,00026 Beryl Cave,Any,005 - Shade,"1F, B1F, B2F",X,Tiny Mushroom,Big Mushroom,,,Y,N,Y,Grass,Fairy,,,0,Y
Spewpa,Cave,Beryl Cave,00026 Beryl Cave,Any,005 - Shade,"1F, B1F, B2F",X,,,,,Y,N,Y,Bug,,,,1,
Vivillon,Cave,Beryl Cave,00026 Beryl Cave,Any,005 - Shade,"1F, B1F, B2F",X,,,,,Y,N,Y,Bug,Flying,,,0,Y
Nidorina,Event,Beryl Cave,00026 Beryl Cave,Any,005 - Shade,Silver Ring Unique OT,X,,,,,Y,N,Y,Poison,,,,1,
Link Stone,Evolution,Beryl Cave,00026 Beryl Cave,Any,005 - Shade,"B1F, else Dept 9F",,,,,,Y,N,Y,,,,,,
Duskull,Cave,Yureyu Power Plant,00027 Yureyu Power Plant,Any,005 - Shade,,X,Spell Tag,,,,Y,N,Y,Ghost,,,Y,2,
Klang,Cave,Yureyu Power Plant,00027 Yureyu Power Plant,Any,005 - Shade,,X,,,,Yes,N,Y,Y,Steel,,,,1,
Klink,Cave,Yureyu Power Plant,00027 Yureyu Power Plant,Any,005 - Shade,,O,,,,Yes,N,Y,Y,Steel,,,Y,2,
Togedemaru,Cave,Yureyu Power Plant,00027 Yureyu Power Plant,Any,005 - Shade,,X,,,,,Y,N,Y,Electric,Steel,,Y,-,Y
Voltorb,Cave,Yureyu Power Plant,00027 Yureyu Power Plant,Any,005 - Shade,,X,,,,Yes,Y,N,Y,Electric,,,Y,1,
Yamask,Cave,Yureyu Power Plant,00027 Yureyu Power Plant,Any,005 - Shade,,X,Spell Tag,,,,Y,N,Y,Ghost,,,Y,1,
Vikavolt,Evolution,Yureyu Power Plant,00027 Yureyu Power Plant,Any,005 - Shade,Evolve Charjabug anywhere in the power plant,x,,,,,Y,N,Y,Bug,Electric,,,0,Y
Alolan Sandshrew,Cave,Citrine Mountain,00028 Citrine Mountain,Any,005 - Shade,"1F, 2F, 3F",X,,,,,Y,N,Y,Ice,Steel,,Y,1,
Alolan Sandslash,Cave,Citrine Mountain,00028 Citrine Mountain,Any,005 - Shade,"1F, 2F, 3F",X,,,,,Y,N,Y,Ice,Steel,,,0,Y
Beartic,Cave,Citrine Mountain,00028 Citrine Mountain,Any,005 - Shade,"1F, 2F, 3F",X,,,,,Y,N,Y,Ice,,,,0,Y
Bergmite,Cave,Citrine Mountain,00028 Citrine Mountain,Any,005 - Shade,"1F, 2F, 3F",X,,,,,Y,N,Y,Ice,,,Y,1,
Cubchoo,Cave,Citrine Mountain,00028 Citrine Mountain,Any,005 - Shade,"1F, 2F, 3F",X,,,,,Y,N,Y,Ice,,,Y,1,
Donphan,Cave,Citrine Mountain,00028 Citrine Mountain,Any,005 - Shade,"1F, 2F, 3F",X,,,,,Y,N,Y,Ground,,,,0,Y
Phanpy,Cave,Citrine Mountain,00028 Citrine Mountain,Any,005 - Shade,"1F, 2F, 3F",O,,,,,N,Y,Y,Ground,,,Y,1,
Woobat,Cave,Citrine Mountain,00028 Citrine Mountain,Any,005 - Shade,"1F, 2F, 3F",,,,,,N,N,N,Psychic,Flying,,Y,1,
Smoochum,Event,Citrine Mountain,00028 Citrine Mountain,Any,005 - Shade,"2F, Defeat Lvl 65 Beartic",X,,,,,Y,N,Y,Ice,Psychic,,Y,1,
Amaura,Event,Citrine Mountain,00028 Citrine Mountain,Any,005 - Shade,"2F, Ice Heal, Top Right corner, Rock Smash the wall",X,,,,,Y,N,Y,Rock,Ice,,Y,1,
Croagunk,Event,Citrine Mountain,00028 Citrine Mountain,Any,005 - Shade,"2F, Silver Ring Unique OT",X,,,,,Y,N,Y,Poison,Fighting,,Y,1,
Makuhita,Cave,Slums Playground,00067 Slums Playground,Any,005 - Shade,,,Black Belt,,,,N,N,N,Fighting,,,Y,1,
Mankey,Cave,Slums Playground,00067 Slums Playground,Any,005 - Shade,,,,,,,N,N,N,Fighting,,,Y,1,
Pancham,Cave,Slums Playground,00067 Slums Playground,Any,005 - Shade,,,Mental Herb,,,,N,N,N,Fighting,,Fighting Dark,Y,1,
Pidove,Cave,Slums Playground,00067 Slums Playground,Any,005 - Shade,,,,,,,N,N,N,Normal,Flying,,Y,2,
Primeape,Cave,Slums Playground,00067 Slums Playground,Any,005 - Shade,,X,,,,,Y,N,Y,Fighting,,,,0,Y
Trubbish,Cave,Slums Playground,00067 Slums Playground,Any,005 - Shade,,,Silk Scarf,Black Sludge,,,N,N,N,Poison,,,Y,1,
Watchog,Cave,Slums Playground,00067 Slums Playground,Any,005 - Shade,,X,,,,,Y,N,Y,Normal,,,,0,Y
